idlocalidade,cod_localidade,tipo,nome_localidade,cod_microrregiao,nome_microrregiao,cod_mesorregiao,nome_mesorregiao,cod_uf,sigla_uf,nome_uf,cod_regiao,sigla_regiao,nome_regiao,cep,faixa_cep1,faixa_cep2,faixa_cep3,faixa_cep4,ddd,pop_atual,areakm,densidade,gentilico,prefeito,distancia_capital,tempo_percurso,location_lat,location_lng
253672,,Povoado,"Capão Alto (Guarapuava)",,,,,41,PR,Paraná,4,S,Sul,85138800,,,,,,,,,,,"378 km","5 horas 18 minutos",-27.9382172,-50.5107049
253673,,Povoado,"Capão Bonito (Guarapuava)",,,,,41,PR,Paraná,4,S,Sul,85138500,,,,,,,,,,,"268 km","4 horas 58 minutos",-24.0021059,-48.3502766
253674,,Povoado,"Capão da Lagoa (Guarapuava)",,,,,41,PR,Paraná,4,S,Sul,85120000,,,,,,,,,,,"310 km","4 horas 20 minutos",-25.3103097,-51.8375325
253675,,Povoado,"Capão Grande (Ponta Grossa)",,,,,41,PR,Paraná,4,S,Sul,84127500,,,,,,,,,,,"98,4 km","1 hora 24 minutos",-24.75,-49.95
253676,,Povoado,"Capão Rico (Guarapuava)",,,,,41,PR,Paraná,4,S,Sul,85121000,,,,,,,,,,,"257 km","3 horas 35 minutos",-25.3811898,-51.4706226
253677,,Povoado,"Capivara (Almirante Tamandaré)",,,,,41,PR,Paraná,4,S,Sul,83534000,,,,,,,,,,,"28,3 km","33 minutos",-25.3387476,-49.2845466
253678,,Povoado,"Capoeirinha (Castro)",,,,,41,PR,Paraná,4,S,Sul,84199400,,,,,,,,,,,"161 km","2 horas 16 minutos",-24.8054741,-49.9982361
253679,,Povoado,"Cara Pintado (Guarapuava)",,,,,41,PR,Paraná,4,S,Sul,85106000,,,,,,,,,,,"257 km","3 horas 37 minutos",-25.3907214,-51.4628097
253680,,Povoado,"Cará-Cará (Ponta Grossa)",,,,,41,PR,Paraná,4,S,Sul,84126900,,,,,,,,,,,"114 km","1 hora 35 minutos",-25.1588013,-50.1215169
253681,,Povoado,"Caramuru (Cambé)",,,,,41,PR,Paraná,4,S,Sul,86199600,,,,,,,,,,,"398 km","5 horas 34 minutos",-23.2780418,-51.2810444
253682,,Povoado,"Carazinho (Ponta Grossa)",,,,,41,PR,Paraná,4,S,Sul,84127200,,,,,,,,,,,"77,7 km","1 hora 56 minutos",-25.1651184,-49.7206835
253683,,Povoado,"Casa Nova (Castro)",,,,,41,PR,Paraná,4,S,Sul,84194400,,,,,,,,,,,"160 km","2 horas 17 minutos",-24.7878831,-50.0069688
253684,,Povoado,"Cascatinha (Cambé)",,,,,41,PR,Paraná,4,S,Sul,86199400,,,,,,,,,,,"10,8 km","22 minutos",-25.4139715,-49.3106832
253685,,Povoado,"Catanduvas (Castro)",,,,,41,PR,Paraná,4,S,Sul,84199800,,,,,,,,,,,"200 km","3 horas 1 minuto",-25.204834,-53.1553309
253686,,Povoado,"Caxambu (Castro)",,,,,41,PR,Paraná,4,S,Sul,84194300,,,,,,,,,,,"159 km","2 horas 17 minutos",-24.8174821,-50.0021085
253687,,Povoado,"Centenário (Ponta Grossa)",,,,,41,PR,Paraná,4,S,Sul,84126200,,,,,,,,,,,"124 km","1 hora 49 minutos",-25.0695144,-50.1760864
253688,,Povoado,"Central Lupion (Cascavel)",,,,,41,PR,Paraná,4,S,Sul,85823600,,,,,,,,,,,"515 km","7 horas 2 minutos",-25,-53.566667
253689,,Povoado,"Centralito (Cascavel)",,,,,41,PR,Paraná,4,S,Sul,85823500,,,,,,,,,,,"485 km","6 horas 29 minutos",-24.9833329,-53.333333
253690,,Povoado,"Cerne (Campo Largo)",,,,,41,PR,Paraná,4,S,Sul,83649450,,,,,,,,,,,"25,9 km","32 minutos",-25.3709746,-49.4290588
253691,,Povoado,"Cerrado Grande (Ponta Grossa)",,,,,41,PR,Paraná,4,S,Sul,84126400,,,,,,,,,,,"136 km","2 horas 13 minutos",-25.1429403,-49.8838179
253692,,Povoado,"Cerro Velho (Ponta Grossa)",,,,,41,PR,Paraná,4,S,Sul,84127300,,,,,,,,,,,"123 km","1 hora 47 minutos",-25.088012,-50.1695736
253693,,Povoado,"Coitinho (Guarapuava)",,,,,41,PR,Paraná,4,S,Sul,85137500,,,,,,,,,,,"253 km","3 horas 32 minutos",-25.3688961,-51.4356599
253694,,Povoado,"Colônia Acioli (São José dos Pinhais)",,,,,41,PR,Paraná,4,S,Sul,83151000,,,,,,,,,,,"29,8 km","40 minutos",-25.5505867,-49.0957264
253695,,Povoado,"Colônia Castelhanos (São José dos Pinhais)",,,,,41,PR,Paraná,4,S,Sul,83165000,,,,,,,,,,,"85,7 km","1 hora 30 minutos",-25.7995335,-48.9107777
253696,,Povoado,"Colônia Castrolânda (Castro)",,,,,41,PR,Paraná,4,S,Sul,84196200,,,,,,,,,,,"167 km","2 horas 25 minutos",-24.793294,-49.943429
253697,,Povoado,"Colônia Centenário (Cascavel)",,,,,41,PR,Paraná,4,S,Sul,85822550,,,,,,,,,,,"95,1 km","1 hora 32 minutos",-25.383333,-50.1
253698,,Povoado,"Colônia Cristina (Araucária)",,,,,41,PR,Paraná,4,S,Sul,83729000,,,,,,,,,,,"30,8 km","38 minutos",-25.4690203,-49.5193534
253699,,Povoado,"Colônia Dom Carlos (Pato Branco)",,,,,41,PR,Paraná,4,S,Sul,85514100,,,,,,,,,,,"439 km","5 horas 54 minutos",-26.2297202,-52.6711356
253700,,Povoado,"Colônia Esperança (Cascavel)",,,,,41,PR,Paraná,4,S,Sul,85822880,,,,,,,,,,,"488 km","6 horas 36 minutos",-24.9508602,-53.2955729
253701,,Povoado,"Colônia Iapó (Castro)",,,,,41,PR,Paraná,4,S,Sul,84193500,,,,,,,,,,,"192 km","3 horas 5 minutos",-24.5866598,-50.1018458
253702,,Povoado,"Colônia Melissa (Cascavel)",,,,,41,PR,Paraná,4,S,Sul,85822650,,,,,,,,,,,"506 km","6 horas 51 minutos",-24.833333,-53.4166669
253703,,Povoado,"Colônia Pereira (Paranaguá)",,,,,41,PR,Paraná,4,S,Sul,83251850,,,,,,,,,,,"97,6 km","1 hora 26 minutos",-25.69197,-48.57433
253704,,Povoado,"Colônia Santos Andrade (São José dos Pinhais)",,,,,41,PR,Paraná,4,S,Sul,83162000,,,,,,,,,,,"8,9 km","21 minutos",-25.4288631,-49.2665169
253705,,Povoado,"Colônia São José (Cascavel)",,,,,41,PR,Paraná,4,S,Sul,85823650,,,,,,,,,,,"504 km","6 horas 49 minutos",-24.9828961,-53.5020103
253706,,Povoado,"Colônia Sapucaí (Cascavel)",,,,,41,PR,Paraná,4,S,Sul,85822750,,,,,,,,,,,"498 km","6 horas 53 minutos",-24.883333,-53.266667
253707,,Povoado,"Colônia Saúde (Londrina)",,,,,41,PR,Paraná,4,S,Sul,86118000,,,,,,,,,,,"95,1 km","1 hora 32 minutos",-25.383333,-50.1
253708,,Povoado,"Colônia Tapera (Ponta Grossa)",,,,,41,PR,Paraná,4,S,Sul,84127100,,,,,,,,,,,"95,1 km","1 hora 32 minutos",-25.383333,-50.1
253709,,Povoado,"Conceição (Castro)",,,,,41,PR,Paraná,4,S,Sul,84196500,,,,,,,,,,,"161 km","2 horas 16 minutos",-24.8069579,-50.0023277
253710,,Povoado,"Conchas Velhas (Ponta Grossa)",,,,,41,PR,Paraná,4,S,Sul,84126000,,,,,,,,,,,"137 km","1 hora 58 minutos",-23.0150899,-48.0135542
253711,,Povoado,"Corvo (Guarapuava)",,,,,41,PR,Paraná,4,S,Sul,85111000,,,,,,,,,,,"257 km","3 horas 37 minutos",-25.0643706,-51.1140794
253712,,Povoado,"Costeira (Araucária)",,,,,41,PR,Paraná,4,S,Sul,83729700,,,,,,,,,,,"23,9 km","31 minutos",-25.6009943,-49.3697192
253713,,Povoado,"Cunhaporanga (Castro)",,,,,41,PR,Paraná,4,S,Sul,84193850,,,,,,,,,,,"197 km","3 horas 11 minutos",-24.6886334,-49.7508351
253714,,Povoado,"Curucaca (Guarapuava)",,,,,41,PR,Paraná,4,S,Sul,85138200,,,,,,,,,,,"320 km","4 horas 48 minutos",-25.5370933,-51.8173389
253715,,Povoado,"Despique (São José dos Pinhais)",,,,,41,PR,Paraná,4,S,Sul,83158000,,,,,,,,,,,"19,5 km","34 minutos",-25.5318354,-49.2035722
253716,,Povoado,"Dois Marcos (Toledo)",,,,,41,PR,Paraná,4,S,Sul,85926550,,,,,,,,,,,"542 km","7 horas 16 minutos",-24.7254277,-53.7420329
253717,,Povoado,"Dom Rodrigo (Campo Largo)",,,,,41,PR,Paraná,4,S,Sul,83649650,,,,,,,,,,,"32,9 km","40 minutos",-25.416667,-49.616667
253718,,Povoado,"Doutor Ernesto (Toledo)",,,,,41,PR,Paraná,4,S,Sul,85926500,,,,,,,,,,,"540 km","7 horas 15 minutos",-24.7175135,-53.7085249
253719,,Povoado,"Emboguaçu (Paranaguá)",,,,,41,PR,Paraná,4,S,Sul,83251250,,,,,,,,,,,"92,8 km","1 hora 30 minutos",-25.5351755,-48.5333955
253720,,Povoado,"Emboque (Piraquara)",,,,,41,PR,Paraná,4,S,Sul,83319600,,,,,,,,,,,"33,3 km","42 minutos",-25.4425825,-49.0628796
253721,,Povoado,"Emboque (São José dos Pinhais)",,,,,41,PR,Paraná,4,S,Sul,83150000,,,,,,,,,,,"19,5 km","34 minutos",-25.5318354,-49.2035722
253722,,Povoado,"Encruzilhada (Guarapuava)",,,,,41,PR,Paraná,4,S,Sul,85138850,,,,,,,,,,,"111 km","1 hora 41 minutos",-25.45,-50.233333
253723,,Povoado,"Encruzilhada (Pato Branco)",,,,,41,PR,Paraná,4,S,Sul,85514850,,,,,,,,,,,"448 km","6 horas 3 minutos",-25.45,-50.233333
253724,,Povoado,"Espírito Santo (Londrina)",,,,,41,PR,Paraná,4,S,Sul,86106000,,,,,,,,,,,"395 km","5 horas 34 minutos",-23.2804559,-51.1902414
253725,,Povoado,"Estação General Lúcio (Araucária)",,,,,41,PR,Paraná,4,S,Sul,83729500,,,,,,,,,,,"42,7 km","54 minutos",-25.5975383,-49.5705571
253726,,Povoado,"Estação Roça Nova (Piraquara)",,,,,41,PR,Paraná,4,S,Sul,83319000,,,,,,,,,,,"39,6 km","57 minutos",-25.472227,-49.0139045
253727,,Povoado,"Europa (Paranaguá)",,,,,41,PR,Paraná,4,S,Sul,83251400,,,,,,,,,,,,,-25.5148758,-48.5226223
253728,,Povoado,"Faisqueira (Telêmaco Borba)",,,,,41,PR,Paraná,4,S,Sul,84279800,,,,,,,,,,,"251 km","3 horas 32 minutos",-22.2123462,-45.9081284
253729,,Povoado,"Faxina (São José dos Pinhais)",,,,,41,PR,Paraná,4,S,Sul,83163000,,,,,,,,,,,"46,3 km","49 minutos",-25.7359826,-49.1775118
253730,,Povoado,"Faxinal dos Elias (Guarapuava)",,,,,41,PR,Paraná,4,S,Sul,85124000,,,,,,,,,,,"233 km","3 horas 32 minutos",-25.3012107,-51.2667348
253731,,Povoado,"Faxinal Santa Cruz (Ponta Grossa)",,,,,41,PR,Paraná,4,S,Sul,84128600,,,,,,,,,,,"330 km","4 horas 39 minutos",-24.0021257,-51.3255743
253732,,Povoado,"Fazenda do Brigadeiro (Cascavel)",,,,,41,PR,Paraná,4,S,Sul,85824850,,,,,,,,,,,"507 km","6 horas 53 minutos",-24.94772,-53.4909391
253733,,Povoado,"Fazenda dos Barbosas (Guarapuava)",,,,,41,PR,Paraná,4,S,Sul,85137200,,,,,,,,,,,"257 km","3 horas 33 minutos",-25.3541762,-51.4847237
253734,,Povoado,"Fazenda Jangada (Cascavel)",,,,,41,PR,Paraná,4,S,Sul,85824800,,,,,,,,,,,"508 km","6 horas 56 minutos",-24.9510809,-53.4479189
253735,,Povoado,"Fazenda Salmo 23 (Umuarama)",,,,,41,PR,Paraná,4,S,Sul,87523700,,,,,,,,,,,"557 km","7 horas 35 minutos",-23.7661064,-53.3206105
253736,,Povoado,"Fazendinha (Francisco Beltrão)",,,,,41,PR,Paraná,4,S,Sul,85609700,,,,,,,,,,,"471 km","6 horas 29 minutos",-25.4780946,-49.325892
253737,,Povoado,"Felpudo (Campo Largo)",,,,,41,PR,Paraná,4,S,Sul,83649700,,,,,,,,,,,"33,8 km","42 minutos",-25.4207138,-49.5484966
253738,,Povoado,"Ferreiras (Ponta Grossa)",,,,,41,PR,Paraná,4,S,Sul,84125700,,,,,,,,,,,"127 km","1 hora 50 minutos",-25.0604365,-50.1687111
253739,,Povoado,"Fiusas (Guarapuava)",,,,,41,PR,Paraná,4,S,Sul,85123000,,,,,,,,,,,"257 km","3 horas 37 minutos",-25.3907214,-51.4628097
253740,,Povoado,"Formigone (Umuarama)",,,,,41,PR,Paraná,4,S,Sul,87523300,,,,,,,,,,,"557 km","7 horas 35 minutos",-23.7661064,-53.3206105
253741,,Povoado,"Fueros (Guarapuava)",,,,,41,PR,Paraná,4,S,Sul,85116000,,,,,,,,,,,"257 km","3 horas 37 minutos",-25.3907214,-51.4628097
253742,,Povoado,"Fundão (Castro)",,,,,41,PR,Paraná,4,S,Sul,84194850,,,,,,,,,,,"351 km","4 horas 48 minutos",-25.8,-51.983333
253743,,Povoado,"Gamadinho (Cascavel)",,,,,41,PR,Paraná,4,S,Sul,85824600,,,,,,,,,,,"515 km","7 horas 9 minutos",-24.979528,-53.385909
253744,,Povoado,"Gamela (São José dos Pinhais)",,,,,41,PR,Paraná,4,S,Sul,83156000,,,,,,,,,,,"35,3 km","44 minutos",-25.5985254,-49.0943433
253745,,Povoado,"Gaúcha (Francisco Beltrão)",,,,,41,PR,Paraná,4,S,Sul,85609500,,,,,,,,,,,"470 km","6 horas 25 minutos",-26.0763154,-53.033037
253746,,Povoado,"Gavião (Laranjeiras do Sul)",,,,,41,PR,Paraná,4,S,Sul,85325000,,,,,,,,,,,"367 km","4 horas 59 minutos",-25.8729529,-53.2846667
253747,,Povoado,"General Osório (Toledo)",,,,,41,PR,Paraná,4,S,Sul,85927550,,,,,,,,,,,"535 km","7 horas 9 minutos",-24.729201,-53.8859929
253748,,Povoado,"Góis (Guarapuava)",,,,,41,PR,Paraná,4,S,Sul,85103000,,,,,,,,,,,"258 km","3 horas 40 minutos",-25.3971509,-51.4676471
253749,,Povoado,"Guairacá (Londrina)",,,,,41,PR,Paraná,4,S,Sul,86114000,,,,,,,,,,,"360 km","5 horas 32 minutos",-23.6041537,-50.9763372
253750,,Povoado,"Guarapuavinha (Francisco Beltrão)",,,,,41,PR,Paraná,4,S,Sul,85609150,,,,,,,,,,,"219 km","3 horas 21 minutos",-25.516667,-51.133333
253751,,Povoado,"Guararema (Castro)",,,,,41,PR,Paraná,4,S,Sul,84193300,,,,,,,,,,,"174 km","2 horas 34 minutos",-24.7655834,-50.0122867
253752,,Povoado,"Guardamoria (Telêmaco Borba)",,,,,41,PR,Paraná,4,S,Sul,84277800,,,,,,,,,,,"251 km","3 horas 32 minutos",,
253753,,Povoado,"Harmonia (Telêmaco Borba)",,,,,41,PR,Paraná,4,S,Sul,84275000,,,,,,,,,,,"255 km","3 horas 34 minutos",-24.304291,-50.61108
253754,,Povoado,"Herval Grande (Laranjeiras do Sul)",,,,,41,PR,Paraná,4,S,Sul,85326000,,,,,,,,,,,"367 km","4 horas 59 minutos",-27.3920183,-52.568485
253755,,Povoado,"Hidrelétrica Itaipu (Foz do Iguaçu)",,,,,41,PR,Paraná,4,S,Sul,85873000,,,,,,,,,,,"651 km","8 horas 55 minutos",,
253756,,Povoado,"Iarama (Umuarama)",,,,,41,PR,Paraná,4,S,Sul,87523600,,,,,,,,,,,"557 km","7 horas 35 minutos",-23.7661064,-53.3206105
253757,,Povoado,"Igrejinha (Guarapuava)",,,,,41,PR,Paraná,4,S,Sul,85127000,,,,,,,,,,,"730 km","8 horas 45 minutos",-29.5700426,-50.7927755
253758,,Povoado,"Ilha do Mel (Paranaguá)",,,,,41,PR,Paraná,4,S,Sul,83251000,,,,,,,,,,,,,-25.5161867,-48.3339796
253759,,Povoado,"Ilha dos Valadares (Paranaguá)",,,,,41,PR,Paraná,4,S,Sul,83252000,,,,,,,,,,,,,-25.5306719,-48.503401
253760,,Povoado,"Imbauzinho (Telêmaco Borba)",,,,,41,PR,Paraná,4,S,Sul,84279300,,,,,,,,,,,"260 km","3 horas 43 minutos",-24.2662049,-50.6409908
253761,,Povoado,"Independência (Pato Branco)",,,,,41,PR,Paraná,4,S,Sul,85514600,,,,,,,,,,,"445 km","6 horas 0 minutos",-26.210721,-52.7447295
253762,,Povoado,"Inspetor Carvalho (São José dos Pinhais)",,,,,41,PR,Paraná,4,S,Sul,83155000,,,,,,,,,,,"19,5 km","34 minutos",-25.5318354,-49.2035722
253763,,Povoado,"Invernada (Castro)",,,,,41,PR,Paraná,4,S,Sul,84197850,,,,,,,,,,,"162 km","2 horas 20 minutos",-24.7999395,-49.9902186
253764,,Povoado,"Invernadinha (Guarapuava)",,,,,41,PR,Paraná,4,S,Sul,85129000,,,,,,,,,,,"257 km","3 horas 37 minutos",-25.3907214,-51.4628097
253765,,Povoado,"Ipiranga (Araucária)",,,,,41,PR,Paraná,4,S,Sul,83729300,,,,,,,,,,,"14,8 km","20 minutos",-25.5571268,-49.3546121
253766,,Povoado,"Itambé (Campo Largo)",,,,,41,PR,Paraná,4,S,Sul,83649150,,,,,,,,,,,"43,1 km","46 minutos",-25.4333739,-49.6113506
253767,,Povoado,"Itapanhacanga (Castro)",,,,,41,PR,Paraná,4,S,Sul,84196850,,,,,,,,,,,"161 km","2 horas 16 minutos",-24.8054741,-49.9982361
253768,,Povoado,"Itaqui (Campo Largo)",,,,,41,PR,Paraná,4,S,Sul,83649800,,,,,,,,,,,"41,6 km","45 minutos",-25.4950223,-49.5489828
253769,,Povoado,"Itinga (Paranaguá)",,,,,41,PR,Paraná,4,S,Sul,83251350,,,,,,,,,,,"95,8 km","1 hora 34 minutos",-16.6949469,-41.8646584
253770,,Povoado,"Jaborandi (Umuarama)",,,,,41,PR,Paraná,4,S,Sul,87523400,,,,,,,,,,,"558 km","7 horas 40 minutos",-23.7103471,-53.2804331
253771,,Povoado,"Jaboticabal (Ponta Grossa)",,,,,41,PR,Paraná,4,S,Sul,84128000,,,,,,,,,,,"733 km","8 horas 49 minutos",-21.2525138,-48.3256762
253772,,Povoado,"Jaburu (Ponta Grossa)",,,,,41,PR,Paraná,4,S,Sul,84126500,,,,,,,,,,,"115 km","1 hora 37 minutos",-25.1451798,-50.1694351
253773,,Povoado,"Jacaré (Francisco Beltrão)",,,,,41,PR,Paraná,4,S,Sul,85609450,,,,,,,,,,,"460 km","6 horas 19 minutos",-26.0381699,-52.9349613
253774,,Povoado,"Jardim (Londrina)",,,,,41,PR,Paraná,4,S,Sul,86107000,,,,,,,,,,,"388 km","5 horas 25 minutos",-23.3356652,-51.1728208
253775,,Povoado,"Javacaé (Campo Largo)",,,,,41,PR,Paraná,4,S,Sul,83649400,,,,,,,,,,,"29,6 km","36 minutos",-25.4596714,-49.527294
253776,,Povoado,"Colônia Jordãozinho (Guarapuava)",,,,,41,PR,Paraná,4,S,Sul,85138600,,,,,,,,,,,"286 km","4 horas 0 minutos",-25.5346139,-51.5039017
253777,,Povoado,"km 30 (Telêmaco Borba)",,,,,41,PR,Paraná,4,S,Sul,84279100,,,,,,,,,,,"251 km","3 horas 32 minutos",,
253778,,Povoado,"Lagoa (Castro)",,,,,41,PR,Paraná,4,S,Sul,84193100,,,,,,,,,,,"191 km","3 horas 7 minutos",-24.85,-49.75
253779,,Povoado,"Lagoa (Telêmaco Borba)",,,,,41,PR,Paraná,4,S,Sul,84279000,,,,,,,,,,,"270 km","3 horas 49 minutos",-24.223085,-50.5378939
253780,,Povoado,"Lagoa Bonita (Castro)",,,,,41,PR,Paraná,4,S,Sul,84196400,,,,,,,,,,,"126 km","3 horas 21 minutos",-24.85,-49.75
253781,,Povoado,"Lagoa dos Ribas (Castro)",,,,,41,PR,Paraná,4,S,Sul,84197300,,,,,,,,,,,"191 km","3 horas 7 minutos",-24.711557,-49.5845161
253782,,Povoado,"Lagoa Dourada (Ponta Grossa)",,,,,41,PR,Paraná,4,S,Sul,84127800,,,,,,,,,,,"116 km","1 hora 40 minutos",-25.121161,-50.1413615
253783,,Povoado,"Lagoa Seca (Guarapuava)",,,,,41,PR,Paraná,4,S,Sul,85137400,,,,,,,,,,,"309 km","4 horas 12 minutos",-25.46302,-51.953651
253784,,Povoado,"Lagoinha (Telêmaco Borba)",,,,,41,PR,Paraná,4,S,Sul,84279200,,,,,,,,,,,"249 km","3 horas 29 minutos",-24.3254881,-50.6367688
253785,,Povoado,"Lajeado (Castro)",,,,,41,PR,Paraná,4,S,Sul,84198700,,,,,,,,,,,"157 km","2 horas 22 minutos",-26.0392285,-50.3584846
253786,,Povoado,"Lajeado (Ponta Grossa)",,,,,41,PR,Paraná,4,S,Sul,84125300,,,,,,,,,,,"672 km","9 horas 31 minutos",-29.459582,-51.9649421
253787,,Povoado,"Lajeado Grande (Guarapuava)",,,,,41,PR,Paraná,4,S,Sul,85132000,,,,,,,,,,,"257 km","3 horas 37 minutos",-25.833333,-52.9166669
253788,,Povoado,"Laranja Azeda (Telêmaco Borba)",,,,,41,PR,Paraná,4,S,Sul,84277400,,,,,,,,,,,"251 km","3 horas 32 minutos",,
253789,,Povoado,"Lavra (Campo Largo)",,,,,41,PR,Paraná,4,S,Sul,83649300,,,,,,,,,,,,,-25.4596714,-49.527294
253790,,Povoado,"Lavrinha (Guarapuava)",,,,,41,PR,Paraná,4,S,Sul,85102000,,,,,,,,,,,"310 km","4 horas 41 minutos",-23.8912712,-50.0691139
253791,,Povoado,"Linha Giacomini (Toledo)",,,,,41,PR,Paraná,4,S,Sul,85926650,,,,,,,,,,,"542 km","7 horas 16 minutos",-24.7254277,-53.7420329
253792,,Povoado,"Lopei (Toledo)",,,,,41,PR,Paraná,4,S,Sul,85927800,,,,,,,,,,,"533 km","7 horas 16 minutos",-24.8,-53.6
253793,,Povoado,"Macaco (Castro)",,,,,41,PR,Paraná,4,S,Sul,84198600,,,,,,,,,,,"161 km","2 horas 16 minutos",-24.8054741,-49.9982361
253794,,Povoado,"Macucos (Guarapuava)",,,,,41,PR,Paraná,4,S,Sul,85134000,,,,,,,,,,,"257 km","3 horas 37 minutos",-25.3907214,-51.4628097
253795,,Povoado,"Maitá (Guarapuava)",,,,,41,PR,Paraná,4,S,Sul,85137100,,,,,,,,,,,"257 km","3 horas 32 minutos",-25.3681001,-51.4883318
253796,,Povoado,"Mandaçaia (Guarapuava)",,,,,41,PR,Paraná,4,S,Sul,85138000,,,,,,,,,,,"247 km","3 horas 26 minutos",-24.333333,-50.6666669
253797,,Povoado,"Mandiocaba (Paranavaí)",,,,,41,PR,Paraná,4,S,Sul,87729400,,,,,,,,,,,"530 km","7 horas 50 minutos",-23.0134741,-52.6063779
253798,,Povoado,"Maracanã (Castro)",,,,,41,PR,Paraná,4,S,Sul,84197500,,,,,,,,,,,"170 km","2 horas 31 minutos",-24.8526745,-49.93105
253799,,Povoado,"Maria Luiza (Paranaguá)",,,,,41,PR,Paraná,4,S,Sul,83251750,,,,,,,,,,,"91,0 km","1 hora 24 minutos",-25.6295688,-48.5895695
253800,,Povoado,"Marrecas (Guarapuava)",,,,,41,PR,Paraná,4,S,Sul,85112000,,,,,,,,,,,"301 km","4 horas 48 minutos",-25.0751162,-51.3892535
253801,,Povoado,"Martins (Araucária)",,,,,41,PR,Paraná,4,S,Sul,83729800,,,,,,,,,,,"21,1 km","27 minutos",-25.5714329,-49.3713999
253802,,Povoado,"Matinhos (Guarapuava)",,,,,41,PR,Paraná,4,S,Sul,85117000,,,,,,,,,,,"117 km","1 hora 47 minutos",-25.8164769,-48.5366378
253803,,Povoado,"Mato Queimado (Ponta Grossa)",,,,,41,PR,Paraná,4,S,Sul,84127400,,,,,,,,,,,"92,8 km","2 horas 28 minutos",-25.188976,-49.838284
253804,,Povoado,"Meia-Lua (Almirante Tamandaré)",,,,,41,PR,Paraná,4,S,Sul,83533000,,,,,,,,,,,"143 km","2 horas 24 minutos",-25.766667,-50.2
253805,,Povoado,"Memória (Toledo)",,,,,41,PR,Paraná,4,S,Sul,85927700,,,,,,,,,,,"542 km","7 horas 16 minutos",-24.7254277,-53.7420329
253806,,Povoado,"Miranda (Telêmaco Borba)",,,,,41,PR,Paraná,4,S,Sul,84279600,,,,,,,,,,,"248 km","3 horas 26 minutos",-24.3279807,-50.6425585
253807,,Povoado,"Morro Alto (São José dos Pinhais)",,,,,41,PR,Paraná,4,S,Sul,83157000,,,,,,,,,,,"254 km","3 horas 32 minutos",-25.3734689,-51.4440463
253808,,Povoado,"Morro Inglês (Paranaguá)",,,,,41,PR,Paraná,4,S,Sul,83251650,,,,,,,,,,,"86,5 km","1 hora 28 minutos",-25.5814774,-48.6496221
253809,,Povoado,"Nossa Senhora de Lourdes (Cascavel)",,,,,41,PR,Paraná,4,S,Sul,85824650,,,,,,,,,,,"524 km","6 horas 59 minutos",-24.956026,-53.4557952
253810,,Povoado,"Nossa Senhora do Carmo (Pato Branco)",,,,,41,PR,Paraná,4,S,Sul,85514550,,,,,,,,,,,"439 km","5 horas 56 minutos",-26.2297202,-52.6711356
253811,,Povoado,"Nova Brasília (Toledo)",,,,,41,PR,Paraná,4,S,Sul,85926600,,,,,,,,,,,"478 km","6 horas 32 minutos",-23.9517254,-52.6163889
253812,,Povoado,"Nova Riqueza (Pinhal de São Bento)",,,,,41,PR,Paraná,4,S,Sul,85729000,,,,,,,,,,,"551 km","7 horas 54 minutos",-26.0000001,-53.566667
253813,,Povoado,"Nova Tirol (Piraquara)",,,,,41,PR,Paraná,4,S,Sul,83319300,,,,,,,,,,,"36,4 km","48 minutos",-25.4817055,-49.048316
253814,,Povoado,"Nova Videira (Toledo)",,,,,41,PR,Paraná,4,S,Sul,85926830,,,,,,,,,,,"548 km","7 horas 24 minutos",-24.7015652,-53.8059008
253815,,Povoado,"Novo Horizonte (Cascavel)",,,,,41,PR,Paraná,4,S,Sul,85822600,,,,,,,,,,,"525 km","7 horas 7 minutos",-24.85,-53.516667
253816,,Povoado,"Olaria (Cascavel)",,,,,41,PR,Paraná,4,S,Sul,85824500,,,,,,,,,,,"497 km","6 horas 42 minutos",-24.9752936,-53.4421179
253817,,Povoado,"Olaria (Telêmaco Borba)",,,,,41,PR,Paraná,4,S,Sul,84277850,,,,,,,,,,,"251 km","3 horas 32 minutos",-22.8486837,-43.2667767
253818,,Povoado,"Olho Agudo (São José dos Pinhais)",,,,,41,PR,Paraná,4,S,Sul,83160000,,,,,,,,,,,"19,5 km","34 minutos",-25.5318354,-49.2035722
253819,,Povoado,"Olho d'Água (Castro)",,,,,41,PR,Paraná,4,S,Sul,84198300,,,,,,,,,,,"103 km","2 horas 47 minutos",-25.0232759,-49.7867874
253820,,Povoado,"Paiol Queimado (Castro)",,,,,41,PR,Paraná,4,S,Sul,84197000,,,,,,,,,,,"161 km","2 horas 16 minutos",-24.8054741,-49.9982361
253821,,Povoado,"Palmeirinha (Castro)",,,,,41,PR,Paraná,4,S,Sul,84196870,,,,,,,,,,,"271 km","3 horas 46 minutos",-25.2458746,-51.5440337
253822,,Povoado,"Palmital (Castro)",,,,,41,PR,Paraná,4,S,Sul,84196700,,,,,,,,,,,"388 km","5 horas 19 minutos",-24.8841552,-52.2107112
253823,,Povoado,"Passa Una (Araucária)",,,,,41,PR,Paraná,4,S,Sul,83729200,,,,,,,,,,,"24,3 km","32 minutos",-25.5782294,-49.427792
253824,,Povoado,"Passo da Ilha (Pato Branco)",,,,,41,PR,Paraná,4,S,Sul,85514700,,,,,,,,,,,"454 km","6 horas 16 minutos",-26.2301961,-52.5407502
